School Code,School Name,Address,City,State Code,Zip Code,Province,Country,Postal Code
006750,VALENCIA COMMUNITY COLLEGE,1800 SOUTH KIRKMAN ROAD,ORLANDO,FL,32802,N/A,N/A,N/A
006753,ILLINOIS CENTRAL COLLEGE,ONE COLLEGE DRIVE,EAST PEORIA,IL,61635,N/A,N/A,N/A
006756,NORTHSHORE TECHNICAL COLLEGE,1710 SULLIVAN DRIVE,BOGALUSA,LA,70427,N/A,N/A,N/A
006760,UNIVERSITY OF MAINE-AUGUSTA,46 UNIVERSITY DRIVE,AUGUSTA,ME,04330,N/A,N/A,N/A
006768,MID MICHIGAN COMMUNITY COLLEGE,1375 S CLARE AVE,HARRISON,MI,48625,N/A,N/A,N/A
006771,COLLEGE FOR CREATIVE STUDIES,201 EAST KIRBY,DETROIT,MI,48202,N/A,N/A,N/A
006777,FLATHEAD VALLEY COMMUNITY COLLEGE,777 GRANDVIEW DR,KALISPELL,MT,59901,N/A,N/A,N/A
006782,GENESEE COMMUNITY COLLEGE,1 COLLEGE RD,BATAVIA,NY,14020,N/A,N/A,N/A
006785,SCHENECTADY COUNTY COMMUNITY CLG,78 WASHINGTON AVE,SCHENECTADY,NY,12305,N/A,N/A,N/A
006787,CLINTON COMMUNITY COLLEGE,136 CLINTON POINT DR,PLATTSBURGH,NY,12901,N/A,N/A,N/A
006788,TOMPKINS CORTLAND COMMUNITY COLLEGE,170 NORTH STREET,DRYDEN,NY,13053,N/A,N/A,N/A
006789,COLUMBIA-GREENE COMMUNITY COLLEGE,4400 ROUTE 23,HUDSON,NY,12534,N/A,N/A,N/A
006791,SUNY AT PURCHASE,735 ANDERSON HILL RD,PURCHASE,NY,10577,N/A,N/A,N/A
006804,LAKELAND COMMUNITY COLLEGE,7700 CLOCKTOWER DRIVE,KIRTLAND,OH,44094,N/A,N/A,N/A
006807,COMMUNITY COLLEGE OF BEAVER COUNTY,ONE CAMPUS DRIVE,MONACA,PA,15061,N/A,N/A,N/A
006810,LEHIGH CARBON COMMUNITY COLLEGE,4525 EDUCATION PARK DRIVE,SCHNECKSVILLE,PA,18078,N/A,N/A,N/A
006811,LUZERNE COUNTY COMMUNITY COLLEGE,1333 S PROSPECT STREET,NANTICOKE,PA,18634,N/A,N/A,N/A
006815,ORANGEBURG-CALHOUN TECHNICAL COLG,3250 ST MATTHEWS ROAD NE,ORANGEBURG,SC,29118,N/A,N/A,N/A
006819,BLUE RIDGE COMMUNITY COLLEGE,POST OFFICE BOX 80,WEYERS CAVE,VA,24486,N/A,N/A,N/A
006835,DYERSBURG STATE COMMUNITY COLLEGE,1510 LAKE ROAD,DYERSBURG,TN,38024,N/A,N/A,N/A
006836,MOTLOW STATE COMMUNITY COLLEGE,6015 LEDFORD MILL ROAD,TULLAHOMA,TN,37388,N/A,N/A,N/A
006858,UNITY ENVIRONMENTAL UNIVERSITY,70 FARM VIEW DRIVE,NEW GLOUCESTER,ME,04960,N/A,N/A,N/A
006865,CAMDEN COUNTY COLLEGE,200 COLLEGE DRIVE,BLACKWOOD,NJ,08012,N/A,N/A,N/A
006867,COLUMBUS STATE COMMUNITY COLLEGE,550 E SPRING STREET,COLUMBUS,OH,43215,N/A,N/A,N/A
006871,VIRGINIA PENINSULA COMMUNITY COLLEGE,99 THOMAS NELSON DRIVE,HAMPTON,VA,23666,N/A,N/A,N/A
006895,UNIVERSITY OF NEBRASKA-MED CTR,984265 NEBRASKA MEDICAL CENTER,OMAHA,NE,68198,N/A,N/A,N/A
006901,ROWAN COLLEGE OF SOUTH JERSEY,1400 TANYARD,SEWELL,NJ,08080,N/A,N/A,N/A
006911,MONTGOMERY COLLEGE,900 HUNGERFORD DRIVE,ROCKVILLE,MD,20850,N/A,N/A,N/A
006931,WAUBONSEE COMMUNITY COLLEGE,ROUTE 47 AT WAUBONSEE DRIVE,SUGAR GROVE,IL,60554,N/A,N/A,N/A
006935,INVER HILLS COMMUNITY COLLEGE,2500 80TH STREET EAST,INVER GROVE HEIGHTS,MN,55076,N/A,N/A,N/A
006938,LINN BENTON COMMUNITY COLLEGE,6500 PACIFIC BLVD,ALBANY,OR,97321,N/A,N/A,N/A
006941,DALLAS CHRISTIAN COLLEGE,2700 CHRISTIAN PARKWAY,DALLAS,TX,75234,N/A,N/A,N/A
006942,MID-AMERICA CHRISTIAN UNIVERSITY,3500 SOUTHWEST 119TH STREET,OKLAHOMA CITY,OK,73170,N/A,N/A,N/A
006949,KALAMAZOO VALLEY COMMUNITY COLLEGE,PO BOX 4070/6767 WEST O AVE,KALAMAZOO,MI,49003,N/A,N/A,N/A
006951,UNIVERSITY OF SOUTH CAROLINA UPSTATE,800 UNIVERSITY WAY,SPARTANBURG,SC,29303,N/A,N/A,N/A
006960,MAYSVILLE CMNTY & TECHNCL COLG,1755 US HIGHWAY 68,MAYSVILLE,KY,41056,N/A,N/A,N/A
006961,JEFFERSON COMMUNITY AND TECHNICAL COLLEG,109 E BROADWAY,LOUISVILLE,KY,40202,N/A,N/A,N/A
006962,HAZARD COMMUNITY COLLEGE,1 CMTY COLLEGE DR,HAZARD,KY,41701,N/A,N/A,N/A
006972,BUTTE COMMUNITY COLLEGE,3536 BUTTE CAMPUS DRIVE,OROVILLE,CA,95965,N/A,N/A,N/A
006973,CANADA COLLEGE,4200 FARM HILL BOULEVARD,REDWOOD CITY,CA,94061,N/A,N/A,N/A
006975,LINCOLN UNIVERSITY,401 15TH STREET,OAKLAND,CA,94612,N/A,N/A,N/A
006977,GREAT BASIN COLLEGE,1500 COLLEGE PARKWAY,ELKO,NV,89801,N/A,N/A,N/A
006989,UNIV OF THE VIRGIN ISLANDS-ST CROIX,RR #1  BOX 10000 KINGSHILL,ST. CROIX,VI,00850,N/A,N/A,N/A
007012,SAMUEL MERRITT UNIVERSITY,450 30TH STREET,OAKLAND,CA,94609,N/A,N/A,N/A
007015,UNIV OF THE DISTRICT OF COLUMBIA,4200 CONNECTICUT AVENUE NW,WASHINGTON,DC,20008,N/A,N/A,N/A
007022,CUNY-LEHMAN COLLEGE,250 BEDFORD PARK BLVD WEST,BRONX,NY,10468,N/A,N/A,N/A
007031,PAMLICO COMMUNITY COLLEGE,5049 HIGHWAY 306 SOUTH,GRANTSBORO,NC,28529,N/A,N/A,N/A
007032,MID AMERICA NAZARENE UNIVERSITY,2030 EAST COLLEGE WAY,OLATHE,KS,66062,N/A,N/A,N/A
007035,KETTERING COLLEGE,3737 SOUTHERN BLVD,KETTERING,OH,45429,N/A,N/A,N/A
007047,LOS ANGELES SOUTHWEST COLLEGE,1600 WEST IMPERIAL HIGHWAY,LOS ANGELES,CA,90047,N/A,N/A,N/A
007050,BELLUS ACADEMY,1520 EAST PLAZA BOULEVARD,NATIONAL CITY,CA,91950,N/A,N/A,N/A
007085,MOUNT VERNON NAZARENE UNIVERSITY,800 MARTINSBURG RD,MOUNT VERNON,OH,43050,N/A,N/A,N/A
007096,COLLEGE OF THE MAINLAND,1200 AMBURN RD,TEXAS CITY,TX,77591,N/A,N/A,N/A
007099,VIRGINIA HIGHLANDS COMMUNITY CLG,100 VHCC DRIVE,ABINGDON,VA,24210,N/A,N/A,N/A
007106,COUNTY COLLEGE OF MORRIS,214 CENTER GROVE RD.,RANDOLPH,NJ,07869,N/A,N/A,N/A
007107,ESSEX COUNTY COLLEGE,303 UNIVERSITY AVENUE,NEWARK,NJ,07102,N/A,N/A,N/A
007108,UNIVERSITY OF PUERTO RICO - RIO PIEDRAS,39 PONCE DE LEON AVENUE,RÍO PIEDRAS,PR,00931,N/A,N/A,N/A
007109,SUNY COLLEGE-OLD WESTBURY,223 STORE HILL ROAD,OLD WESTBURY,NY,11568,N/A,N/A,N/A
007110,DELAWARE COUNTY COMMUNITY COLLEGE,901 S. MEDIA LINE ROAD,MEDIA,PA,19063,N/A,N/A,N/A
007111,NORTH COUNTRY COMMUNITY COLLEGE,23 SANTANONI AVENUE,SARANAC LAKE,NY,12983,N/A,N/A,N/A
007113,ARIZONA CHRISTIAN UNIVERSITY,1 WEST FIRESTORM WAY,GLENDALE,AZ,85306,N/A,N/A,N/A
007115,MOORPARK COLLEGE,7075 CAMPUS ROAD,MOORPARK,CA,93021,N/A,N/A,N/A
007118,PARKLAND COLLEGE,2400 W BRADLEY AVE,CHAMPAIGN,IL,61821,N/A,N/A,N/A
007119,REND LAKE COLLEGE,468 N KEN GRAY PARKWAY,INA,IL,62846,N/A,N/A,N/A
007121,FAITH BAPTIST BIBLE CLG & THEOL SEM,1900 NW 4TH ST,ANKENY,IA,50021,N/A,N/A,N/A
007130,NEWBERRY SCHOOL OF BEAUTY,16852 DEVONSHIRE STREET,GRANADA HILLS,CA,91344,N/A,N/A,N/A
007142,LYLE'S COLLEGE OF BEAUTY,"6735 NORTH FIRST ST, SUITE 112",FRESNO,CA,93710,N/A,N/A,N/A
007164,BRYAN UNIVERSITY,350 WEST WASHINGTON STREET,TEMPE,AZ,85281,N/A,N/A,N/A
007170,LINCOLN LAND COMMUNITY COLLEGE,5250 SHEPHERD ROAD,SPRINGFIELD,IL,62794,N/A,N/A,N/A
007171,KIRTLAND COMMUNITY COLLEGE,4800 WEST FOUR MILE ROAD,GRAYLING,MI,49738,N/A,N/A,N/A
007187,NORTH ADRIAN'S COLLEGE OF BEAUTY,124 FLOYD AVENUE,MODESTO,CA,95350,N/A,N/A,N/A
007191,NORTHAMPTON COMMUNITY COLLEGE,3835 GREEN POND ROAD,BETHLEHEM,PA,18020,N/A,N/A,N/A
007203,SALON SUCCESS ACADEMY,1385 EAST FOOTHILL BOULVARD,UPLAND,CA,91786,N/A,N/A,N/A
007204,MODERN BEAUTY ACADEMY,699 SOUTH C ST,OXNARD,CA,93030,N/A,N/A,N/A
007206,UNIVERSITY OF PUERTO RICO - CAYEY,205 ANTONIO R. BARCELÓ AVENUE,CAYEY,PR,00736,N/A,N/A,N/A
007209,REDONDO BEACH BEAUTY COLLEGE,23800 HAWTHORNE BLVD,TORRANCE,CA,90505,N/A,N/A,N/A
007228,UNIVERSITY OF PUERTO RICO - ARECIBO,"STREET NUMBER 653, ROUTE 128, KM.8",ARECIBO,PR,00614,N/A,N/A,N/A
007253,FEDERICO BEAUTY INSTITUTE,1515 SPORTS DRIVE,SACRAMENTO,CA,95834,N/A,N/A,N/A
007260,SOUTHWEST VIRGINIA COMMUNITY CLG,369 COLLEGE ROAD,RICHLANDS,VA,24641,N/A,N/A,N/A
007263,HOLY CROSS COLLEGE,POST OFFICE BOX 308,NOTRE DAME,IN,46556,N/A,N/A,N/A
007264,MESIFTA TORAH VODAATH RABBINCAL SEM,425 EAST NINTH ST,BROOKLYN,NY,11218,N/A,N/A,N/A
007265,CARL SANDBURG COLLEGE,2400 TOM L WILSON BOULEVARD,GALESBURG,IL,61401,N/A,N/A,N/A
007266,PIMA COUNTY COMMUNITY COLLEGE,4905C EAST BROADWAY BLVD,TUCSON,AZ,85709,N/A,N/A,N/A
007273,CUNY-BERNARD BARUCH COLLEGE,17 LEXINGTON AVENUE,NEW YORK,NY,10010,N/A,N/A,N/A
007275,EASTERN GATEWAY COMMUNITY COLLEGE,110 JOHN SCOTT HIGHWAY,STEUBENVILLE,OH,43952,N/A,N/A,N/A
007279,HAWAII PACIFIC UNIVERSITY,500 ALA MOANA BOULEVARD,HONOLULU,HI,96813,N/A,N/A,N/A
007283,CENTRAL ARIZONA COLLEGE,8470 N OVERFIELD ROAD,COOLIDGE,AZ,85228,N/A,N/A,N/A
007287,BRAZOSPORT COLLEGE,500 COLLEGE DRIVE,LAKE JACKSON,TX,77566,N/A,N/A,N/A
007291,ST LUKE'S COLLEGE,2720 STONE PARK BLVD,SIOUX CITY,IA,51104,N/A,N/A,N/A
007297,SPARTAN COLLEGE OF AERONAUTICS AND TECHN,10851 W 120TH AVE,BROOMFIELD,CO,80020,N/A,N/A,N/A
007304,CULINARY INSTITUTE OF AMERICA,1946 CAMPUS DRIVE,HYDE PARK,NY,12538,N/A,N/A,N/A
007305,PORTER AND CHESTER INSTITUTE OF HAMDEN,1245 DIXWELL AVENUE,HAMDEN,CT,06514,N/A,N/A,N/A
007350,ANOKA-HENNEPIN TECHNICAL COLLEGE,1355 WEST HIGHWAY 10,ANOKA,MN,55303,N/A,N/A,N/A
007358,UNIVERSITY OF NEBRASKA - CURTIS,404 EAST 7TH STREET,CURTIS,NE,69025,N/A,N/A,N/A
007375,ISLAND DRAFTING & TECHNICAL INST,128 BROADWAY,AMITYVILLE,NY,11701,N/A,N/A,N/A
007387,LONG ISLAND BEAUTY SCHOOL,544 ROUTE 111,HAUPPAUGE,NY,11788,N/A,N/A,N/A
007388,LONG ISLAND BEAUTY SCHOOL,173-A FULTON AVENUE,HEMPSTEAD,NY,11550,N/A,N/A,N/A
007401,MANDL SCHOOL,254 WEST 54TH STREET,NEW YORK,NY,10019,N/A,N/A,N/A
007437,PITTSBURGH TECHNICAL COLLEGE,1111 MCKEE ROAD,OAKDALE,PA,15071,N/A,N/A,N/A
007440,LINCOLN COLLEGE OF TECHNOLOGY - NASHVILL,1524 GALLATIN ROAD,NASHVILLE,TN,37206,N/A,N/A,N/A
007459,PAIER COLLEGE,84 IRANISTAN AVENUE,BRIDGEPORT,CT,06604,N/A,N/A,N/A
007465,AMERICAN ACADEMY OF DRAMATIC ARTS,120 MADISON AVE,NEW YORK,NY,10016,N/A,N/A,N/A
007466,LIM COLLEGE,12 E 53 STREET,NEW YORK,NY,10022,N/A,N/A,N/A
007468,SCHOOL OF VISUAL ARTS,209 EAST 23RD STREET,NEW YORK,NY,10010,N/A,N/A,N/A
007469,HUSSIAN COLLEGE,1500 SPRING GARDEN STREET,PHILADELPHIA,PA,19130,N/A,N/A,N/A
007470,ART INSTITUTE OF PITTSBURGH (THE),420 BOULEVARD OF THE ALLIES,PITTSBURGH,PA,15219,N/A,N/A,N/A
007473,CHOFFIN CAREER & TECHNICAL CENTER,200 E WOOD ST,YOUNGSTOWN,OH,44503,N/A,N/A,N/A
007502,BERKELEY COLLEGE,44 RIFLE CAMP ROAD,WOODLAND PARK,NJ,07424,N/A,N/A,N/A
007506,LINCOLN TECHNICAL INSTITUTE - UNION,2299 VAUXHALL ROAD,UNION,NJ,07083,N/A,N/A,N/A
007518,APEX TECHNICAL SCHOOL,24-02 QUEENS PLAZA SOUTH,LONG ISLAND CITY,NY,11101,N/A,N/A,N/A
007522,CONTINENTAL SCH OF BEAUTY CULTURE,633 JEFFERSON RD,ROCHESTER,NY,14623,N/A,N/A,N/A
007529,"CHESTER COUNTY INTERMEDIATE UNIT, PNP",443 BOOT ROAD,DOWNINGTOWN,PA,19335,N/A,N/A,N/A
007531,ACADEMY OF ART UNIVERSITY,79 NEW MONTGOMERY STREET,SAN FRANCISCO,CA,94105,N/A,N/A,N/A
007532,FINGER LAKES COMMUNITY COLLEGE,3325 MARVIN SANDS DRIVE,CANANDAIGUA,NY,14424,N/A,N/A,N/A
007534,NASHVILLE STATE COMMUNITY COLLEGE,120 WHITE BRIDGE ROAD,NASHVILLE,TN,37209,N/A,N/A,N/A
007536,COSUMNES RIVER COLLEGE,8401 CENTER PKWY,SACRAMENTO,CA,95823,N/A,N/A,N/A
007540,MISSOURI BAPTIST UNIVERSITY,ONE COLLEGE PARK DRIVE,ST LOUIS,MO,63141,N/A,N/A,N/A
007544,APPALACHIAN BIBLE COLLEGE,5701 ROBERT C BYRD DR.,BRADLEY,WV,25818,N/A,N/A,N/A
007547,LINCOLN COLLEGE OF TECHNOLOGY - DENVER,11194 EAST 45TH AVENUE,DENVER,CO,80239,N/A,N/A,N/A
007549,COYNE COLLEGE,"1 NORTH STATE STREET, SUITE 400",CHICAGO,IL,60602,N/A,N/A,N/A
007555,LAKES REGION COMMUNITY COLLEGE,379 BELMONT ROAD,LACONIA,NH,03246,N/A,N/A,N/A
007558,FORT MYERS TECHNICAL COLLEGE,3800 MICHIGAN AVENUE,FORT MYERS,FL,33916,N/A,N/A,N/A
007560,RIVER VALLEY COMMUNITY COLLEGE,ONE COLLEGE PLACE,CLAREMONT,NH,03743,N/A,N/A,N/A
007570,HELENA COLLEGE UNIVERSITY OF MONTANA,1115 N ROBERTS STREET,HELENA,MT,59601,N/A,N/A,N/A
007573,EMPIRE BEAUTY SCHOOL,38-15 BROADWAY,ASTORIA,NY,11103,N/A,N/A,N/A
007578,HUNTINGTON SCHOOL OF BEAUTY CULTURE,5636 U.S. ROUTE 60 EAST,HUNTINGTON,WV,25705,N/A,N/A,N/A
007582,AIMS COMMUNITY COLLEGE,PO BOX 69,GREELEY,CO,80632,N/A,N/A,N/A
007588,CAPRI COLLEGE,395 MAIN ST,DUBUQUE,IA,52004,N/A,N/A,N/A
007591,SOUTHEAST COMM. COLLEGE-ALL CAMPUSES,8800 O STREET,LINCOLN,NE,68520,N/A,N/A,N/A
007593,PARISIAN BEAUTY ACADEMY PAUL MITCHELL PA,21 PASSAIC STREET,HACKENSACK,NJ,07601,N/A,N/A,N/A
007598,HOCKING TECHNICAL COLLEGE,3301 HOCKING PARKWAY,NELSONVILLE,OH,45764,N/A,N/A,N/A
007600,INTERNATIONAL BEAUTY SCHOOL,201 W. KING STREET,MARTINSBURG,WV,25401,N/A,N/A,N/A
007602,NORTHEASTERN TECHNICAL COLLEGE,PO DRAWER 1007,CHERAW,SC,29520,N/A,N/A,N/A
007607,CONCORDE CAREER INSTITUTE,12412 VICTORY BLVD.,NORTH HOLLYWOOD,CA,91606,N/A,N/A,N/A
007611,EQ SCHOOL OF HAIR DESIGN,2600 SOUTH 9TH STREET,COUNCIL BLUFFS,IA,51501,N/A,N/A,N/A
007617,CARNEGIE INSTITUTE,550 STEPHENSON HIGHWAY,TROY,MI,48083,N/A,N/A,N/A
007628,STATE FAIR COMMUNITY COLLEGE,3201 WEST 16TH STREET,SEDALIA,MO,65301,N/A,N/A,N/A
007635,CONNECTICUT STATE COMMUNITY COLLEGE,950 MAIN STREET,HARTFORD,CT,06103,N/A,N/A,N/A
007640,FAYETTEVILLE TECHNICAL CMTY COLLEGE,PO BOX 35236,FAYETTEVILLE,NC,28303,N/A,N/A,N/A
007644,LAKE LAND COLLEGE,5001 LAKE LAND BLVD,MATTOON,IL,61938,N/A,N/A,N/A
007659,LA JAMES COLLEGE OF HAIRSTYLING,24-2ND  N.E.,MASON CITY,IA,50401,N/A,N/A,N/A
007678,SPARTAN COLLEGE OF AERONAUTICS AND TECHN,8820 E PINE ST,TULSA,OK,74115,N/A,N/A,N/A
007684,KISHWAUKEE COLLEGE,21193 MALTA ROAD,MALTA,IL,60150,N/A,N/A,N/A
007686,SOUTHERN UNIV AT SHREVEPORT/BOSSIER,3050 MARTIN LUTHER KING JR DR,SHREVEPORT,LA,71107,N/A,N/A,N/A
007687,JAMES SPRUNT COMMUNITY COLLEGE,"HWY 11, S 133 JAMES SPRUNTDR",KENANSVILLE,NC,28349,N/A,N/A,N/A
007690,KANKAKEE COMMUNITY COLLEGE,100 COLLEGE DRIVE,KANKAKEE,IL,60901,N/A,N/A,N/A
007691,MCHENRY COUNTY COLLEGE,8900 US HIGHWAY 14,CRYSTAL LAKE,IL,60012,N/A,N/A,N/A
007692,MORAINE VALLEY COMMUNITY COLLEGE,9000 WEST COLLEGE PARKWAY,PALOS HILLS,IL,60465,N/A,N/A,N/A
007693,SHAWNEE COMMUNITY COLLEGE,8364 SHAWNEE COLLEGE ROAD,ULLIN,IL,62992,N/A,N/A,N/A
007694,COLLEGE OF LAKE COUNTY,19351 W WASHINGTON ST,GRAYSLAKE,IL,60030,N/A,N/A,N/A
007699,SOUTHWEST WISCONSIN TECH COLLEGE,1800 BRONSON BOULEVARD,FENNIMORE,WI,53809,N/A,N/A,N/A
007707,COLUMBIA COLLEGE,11600 COLUMBIA COLLEGE DR,SONORA,CA,95370,N/A,N/A,N/A
007713,SKYLINE COLLEGE,3300 COLLEGE DRIVE,SAN BRUNO,CA,94066,N/A,N/A,N/A
007717,CAPRI COLLEGE,425 E. 59TH ST.,DAVENPORT,IA,52807,N/A,N/A,N/A
007730,ROWAN COLLEGE AT BURLINGTON COUNTY,900 COLLEGE CIRCLE,MOUNT LAUREL,NJ,08054,N/A,N/A,N/A
007731,RARITAN VALLEY COMMUNITY COLLEGE,POST OFFICE BOX 3300,SOMERVILLE,NJ,08876,N/A,N/A,N/A
007735,ALTIERUS CAREER COLLEGE,3319 WEST HILLSBOROUGH AVENUE,TAMPA,FL,33614,N/A,N/A,N/A
007738,SOUTHERN ARKANSAS UNIVERSITY TECH,6415 SPELLMAN ROAD,CAMDEN,AR,71701,N/A,N/A,N/A
007759,LINCOLN TECHNICAL INSTITUTE - ALLENTOWN,5151 TILGHMAN STREET,ALLENTOWN,PA,18104,N/A,N/A,N/A
007779,LANSDALE SCHOOL OF BUSINESS,290 WISSAHICKON AVENUE,NORTH WALES,PA,19454,N/A,N/A,N/A
007780,NEW CASTLE SCHOOL OF TRADES,R.D. #1 RT. 422,PULASKI,PA,16143,N/A,N/A,N/A
007783,MIDDLE TENNESSEE SCH OF ANESTHESIA,PO BOX 6414,MADISON,TN,37116,N/A,N/A,N/A
007819,ART INSTITUTE OF PORTLAND (THE),1122 NORTHWEST DAVIS STREET,PORTLAND,OR,97209,N/A,N/A,N/A
007832,LINCOLN TECHNICAL INSTITUTE - PHILADELPH,9191 TORRESDALE AVENUE,PHILADELPHIA,PA,19136,N/A,N/A,N/A
007839,TRIANGLE TECH,1940 PERRYSVILLE AVE,PITTSBURGH,PA,15214,N/A,N/A,N/A
007845,NEW ENGLAND INSTITUTE OF TECHNOLOGY,ONE NEW ENGLAND TECH BLVD,EAST GREENWICH,RI,02818,N/A,N/A,N/A
007870,HILLSBOROUGH COMMUNITY COLLEGE,39 COLUMBIA DRIVE,TAMPA,FL,33606,N/A,N/A,N/A
007871,GEORGE C WALLACE STATE CMTY CLG,PO BOX 2000,HANCEVILLE,AL,35077,N/A,N/A,N/A
007892,SAMPSON COMMUNITY COLLEGE,P O DRAWER 318,CLINTON,NC,28328,N/A,N/A,N/A
007893,FLAGLER COLLEGE,PO BOX 1027,SAINT AUGUSTINE,FL,32085,N/A,N/A,N/A
007900,BUTTE ACADEMY OF BEAUTY CULTURE,303 WEST PARK STREET,BUTTE,MT,59701,N/A,N/A,N/A
007930,CONCORDE CAREER INSTITUTE,123 CAMINO DE LA REINA,SAN DIEGO,CA,92108,N/A,N/A,N/A
007933,FRONT RANGE COMMUNITY COLLEGE,3645 WEST 112TH AVE,WESTMINSTER,CO,80031,N/A,N/A,N/A
007936,LINCOLN COLLEGE OF TECHNOLOGY - COLUMBIA,9325 SNOWDEN RIVER PARKWAY,COLUMBIA,MD,21046,N/A,N/A,N/A
007937,MS ROBERTS ACADEMY OF BEAUTY CULTURE,552 NORTH MANNHEIM ROAD,HILLSIDE,IL,60162,N/A,N/A,N/A
007938,LINCOLN COLLEGE OF TECHNOLOGY,7225 WINTON DRIVE,INDIANAPOLIS,IN,46202,N/A,N/A,N/A
007941,SALON PROFESSIONAL ACADEMY (THE),1350 COLLEGE SQUARE MALL,CEDAR FALLS,IA,50613,N/A,N/A,N/A
007948,WILMINGTON UNIVERSITY,320 N DUPONT HIGHWAY,NEW CASTLE,DE,19720,N/A,N/A,N/A
007950,WEST SHORE COMMUNITY COLLEGE,3000 N STILES,SCOTTVILLE,MI,49454,N/A,N/A,N/A
007954,NORMANDALE COMMUNITY COLLEGE,9700 FRANCE AVE SOUTH,BLOOMINGTON,MN,55431,N/A,N/A,N/A
007985,SOUTH PIEDMONT COMMUNITY COLLEGE,680 HIGHWAY 74 WEST,POLKTON,NC,28135,N/A,N/A,N/A
007986,HALIFAX COMMUNITY COLLEGE,100 COLLEGE DRIVE,WELDON,NC,27890,N/A,N/A,N/A
007987,BLADEN COMMUNITY COLLEGE,7418 NC 41 HIGHWAY W,DUBLIN,NC,28332,N/A,N/A,N/A
007988,MARTIN COMMUNITY COLLEGE,1161 KEHUKEE PARK ROAD,WILLIAMSTON,NC,27892,N/A,N/A,N/A
007993,CALIF STATE UNIV BAKERSFIELD,9001 STOCKDALE HWY,BAKERSFIELD,CA,93311,N/A,N/A,N/A
008067,LSU HEALTH SCIENCES CENTR-SHREVEPOR,1501 KINGS HIGHWAY,SHREVEPORT,LA,71130,N/A,N/A,N/A
008070,PAUL MITCHELL THE SCHOOL ARKANSAS,2167 WEST MARTIN LUTHER KING,FAYETTEVILLE,AR,72701,N/A,N/A,N/A
008071,CONCORDE CAREER INSTITUTE,"12951 EUCLID ST, STE 101",GARDEN GROVE,CA,92840,N/A,N/A,N/A
008075,ST JOHN VIANNEY COLLEGE SEMINARY,2900 SOUTH WEST 87TH AVE,MIAMI,FL,33165,N/A,N/A,N/A
008076,JOHN A LOGAN COLLEGE,700 LOGAN COLLEGE ROAD,CARTERVILLE,IL,62918,N/A,N/A,N/A
008081,CARTERET COMMUNITY COLLEGE,3505 ARENDELL STREET,MOREHEAD CITY,NC,28557,N/A,N/A,N/A
008082,CLEVELAND COMMUNITY COLLEGE,137 SOUTH POST ROAD,SHELBY,NC,28150,N/A,N/A,N/A
008083,HAYWOOD COMMUNITY COLLEGE,185 FREEDLANDER DRIVE,CLYDE,NC,28721,N/A,N/A,N/A
008085,MCDOWELL TECHNICAL COMMUNITY CLG,54 COLLEGE DRIVE,MARION,NC,28752,N/A,N/A,N/A
008086,CRAVEN COMMUNITY COLLEGE,800 COLLEGE COURT,NEW BERN,NC,28562,N/A,N/A,N/A
008087,MONTGOMERY COMMUNITY COLLEGE,1011 PAGE STREET,TROY,NC,27371,N/A,N/A,N/A
008124,EASTMAN SCH OF MUSIC/UNIV ROCHESTER,26 GIBBS STREET,ROCHESTER,NY,14604,N/A,N/A,N/A
008133,ZANE STATE COLLEGE,1555 NEWARK ROAD,ZANESVILLE,OH,43701,N/A,N/A,N/A
008155,EVERGREEN STATE COLLEGE (THE),2700 EVERGREEN PARKWAY NW,OLYMPIA,WA,98505,N/A,N/A,N/A
008175,HOWARD COMMUNITY COLLEGE,10901 LITTLE PATUXENT PARKWAY,COLUMBIA,MD,21044,N/A,N/A,N/A
008178,EMPIRE BEAUTY SCHOOL,3583 ALPINE AVE NW HIGHPOINT CTR,GRAND RAPIDS,MI,49544,N/A,N/A,N/A
008189,CONTINENTAL SCHOOL OF BEAUTY CULTURE - B,1050 UNION ROAD,WEST SENECA,NY,14224,N/A,N/A,N/A
008200,JAMESON MEMORIAL HOSP SCH NURSING,2414 WILMINGTON ROAD,NEW CASTLE,PA,16105,N/A,N/A,N/A
008216,WAYNE COMMUNITY COLLEGE,3000 WAYNE MEMORIAL DR BX 8002,GOLDSBORO,NC,27533,N/A,N/A,N/A
008221,UNIVERSAL TECHNICAL INSTITUTE,10695 WEST PIERCE STREET,AVONDALE,AZ,85323,N/A,N/A,N/A
008228,SEWARD COUNTY COMMUNITY COLLEGE,1801 NORTH KANSAS,LIBERAL,KS,67901,N/A,N/A,N/A
008244,JOHNSON COUNTY COMMUNITY COLLEGE,12345 COLLEGE BLVD,OVERLAND PARK,KS,66210,N/A,N/A,N/A
008246,DINÉ COLLEGE,CIRCLE DRIVE,TSAILE,AZ,86556,N/A,N/A,N/A
008259,EDUCATORS OF BEAUTY,211 E 3RD ST,STERLING,IL,61081,N/A,N/A,N/A
008263,AWARD BEAUTY SCHOOL,26 E ANTIETAM ST,HAGERSTOWN,MD,21740,N/A,N/A,N/A
008276,BRYANT & STRATTON COLLEGE - SYRACUSE,953 JAMES ST,SYRACUSE,NY,13203,N/A,N/A,N/A
008278,TERRA COMMUNITY COLLEGE,2830 NAPOLEON RD,FREMONT,OH,43420,N/A,N/A,N/A
008284,MITCHELL TECHNICAL COLLEGE,1800 E SPRUCE STREET,MITCHELL,SD,57301,N/A,N/A,N/A
