"","unitid","fips","year","level_of_study","race","sex","headcount"
"51537",102234,1,2016,99,99,99,1579
"51538",102270,1,2016,99,99,99,801
"51539",102298,1,2016,99,99,99,932
"51540",102313,1,2016,99,99,99,2348
"51541",102368,1,2016,99,99,99,22125
"51542",102377,1,2016,99,99,99,3219
"51543",102395,1,2016,99,99,99,652
"51544",102429,1,2016,99,99,99,5505
"51545",102553,2,2016,99,99,99,25009
"51546",102580,2,2016,99,99,99,51
"51547",102614,2,2016,99,99,99,13263
"51548",102632,2,2016,99,99,99,4375
"51549",102669,2,2016,99,99,99,622
"51550",102711,2,2016,99,99,99,1687
"51551",102845,53,2016,99,99,99,4540
"51552",103501,2,2016,99,99,99,637
"51553",103741,4,2016,99,99,99,179
"51554",103778,4,2016,99,99,99,332
"51555",103811,4,2016,99,99,99,921
"51556",103893,4,2016,99,99,99,1080
"51557",103909,4,2016,99,99,99,928
"51558",103927,4,2016,99,99,99,496
"51559",103945,4,2016,99,99,99,136
"51560",103954,4,2016,99,99,99,130
"51561",103963,4,2016,99,99,99,1244
"51562",104090,4,2016,99,99,99,1829
"51563",104151,4,2016,99,99,99,56958
"51564",104160,4,2016,99,99,99,11653
"51565",104179,4,2016,99,99,99,47648
"51566",104188,4,2016,99,99,99,155
"51567",104346,4,2016,99,99,99,9741
"51568",104364,4,2016,99,99,99,230
"51569",104391,4,2016,99,99,99,91
"51570",104425,4,2016,99,99,99,11630
"51571",104434,4,2016,99,99,99,58
"51572",104443,4,2016,99,99,99,106
"51573",104504,4,2016,99,99,99,167
"51574",104568,4,2016,99,99,99,479
"51575",104577,4,2016,99,99,99,8291
"51576",104586,4,2016,99,99,99,2616
"51577",104665,4,2016,99,99,99,21
"51578",104708,4,2016,99,99,99,27263
"51579",104717,4,2016,99,99,99,122158
"51580",105145,4,2016,99,99,99,7876
"51581",105154,4,2016,99,99,99,30154
"51582",105206,4,2016,99,99,99,5685
"51583",105215,4,2016,99,99,99,1603
"51584",105297,4,2016,99,99,99,1973
"51585",105330,4,2016,99,99,99,34554
"51586",105349,4,2016,99,99,99,6098
"51587",105367,4,2016,99,99,99,1085
"51588",105428,4,2016,99,99,99,17100
"51589",105482,4,2016,99,99,99,176
"51590",105525,4,2016,99,99,99,34308
"51591",105534,4,2016,99,99,99,3333
"51592",105543,35,2016,99,99,99,1348
"51593",105589,4,2016,99,99,99,871
"51594",105659,4,2016,99,99,99,1125
"51595",105668,4,2016,99,99,99,43882
"51596",105677,4,2016,99,99,99,59
"51597",105701,4,2016,99,99,99,58
"51598",105747,4,2016,99,99,99,14023
"51599",105792,4,2016,99,99,99,5707
"51600",105899,4,2016,99,99,99,926
"51601",105987,4,2016,99,99,99,182
"51602",106041,4,2016,99,99,99,2583
"51603",106102,4,2016,99,99,99,2376
"51604",106111,4,2016,99,99,99,171
"51605",106148,4,2016,99,99,99,10000
"51606",106245,5,2016,99,99,99,14292
"51607",106263,5,2016,99,99,99,3147
"51608",106306,5,2016,99,99,99,1096
"51609",106315,5,2016,99,99,99,206
"51610",106324,5,2016,99,99,99,37
"51611",106342,5,2016,99,99,99,705
"51612",106351,5,2016,99,99,99,369
"51613",106360,5,2016,99,99,99,56
"51614",106397,5,2016,99,99,99,29958
"51615",106412,5,2016,99,99,99,3106
"51616",106449,5,2016,99,99,99,5491
"51617",106458,5,2016,99,99,99,19148
"51618",106467,5,2016,99,99,99,13677
"51619",106485,5,2016,99,99,99,4702
"51620",106494,5,2016,99,99,99,107
"51621",106546,5,2016,99,99,99,926
"51622",106625,5,2016,99,99,99,1845
"51623",106704,5,2016,99,99,99,13347
"51624",106713,5,2016,99,99,99,952
"51625",106795,5,2016,99,99,99,2122
"51626",106810,5,2016,99,99,99,248
"51627",106829,5,2016,99,99,99,246
"51628",106883,5,2016,99,99,99,1657
"51629",106892,5,2016,99,99,99,391
"51630",106908,5,2016,99,99,99,570
"51631",106980,5,2016,99,99,99,3636
"51632",106999,5,2016,99,99,99,1750
"51633",107044,5,2016,99,99,99,6559
"51634",107071,5,2016,99,99,99,4043
"51635",107080,5,2016,99,99,99,1361
"51636",107099,5,2016,99,99,99,55
"51637",107123,5,2016,99,99,99,105
"51638",107141,5,2016,99,99,99,3119
"51639",107220,5,2016,99,99,99,306
"51640",107293,5,2016,99,99,99,97
"51641",107318,5,2016,99,99,99,2251
"51642",107327,5,2016,99,99,99,2067
"51643",107442,5,2016,99,99,99,73
"51644",107460,5,2016,99,99,99,2399
"51645",107488,5,2016,99,99,99,301
"51646",107512,5,2016,99,99,99,1648
"51647",107521,5,2016,99,99,99,1775
"51648",107549,5,2016,99,99,99,1580
"51649",107558,5,2016,99,99,99,712
"51650",107585,5,2016,99,99,99,2684
"51651",107600,5,2016,99,99,99,855
"51652",107619,5,2016,99,99,99,2227
"51653",107637,5,2016,99,99,99,1957
"51654",107655,5,2016,99,99,99,37
"51655",107664,5,2016,99,99,99,9073
"51656",107725,5,2016,99,99,99,2104
"51657",107743,5,2016,99,99,99,1151
"51658",107789,5,2016,99,99,99,171
"51659",107831,5,2016,99,99,99,107
"51660",107840,5,2016,99,99,99,794
"51661",107877,5,2016,99,99,99,501
"51662",107974,5,2016,99,99,99,2099
"51663",107983,5,2016,99,99,99,5683
"51664",107992,5,2016,99,99,99,2056
"51665",108065,5,2016,99,99,99,23
"51666",108092,5,2016,99,99,99,7586
"51667",108232,6,2016,99,99,99,16003
"51668",108269,6,2016,99,99,99,137
"51669",108348,6,2016,99,99,99,14
"51670",108649,6,2016,99,99,99,212
"51671",108667,6,2016,99,99,99,10439
"51672",108807,6,2016,99,99,99,17716
"51673",108852,6,2016,99,99,99,338
"51674",108861,6,2016,99,99,99,57
"51675",108870,6,2016,99,99,99,374
"51676",108977,6,2016,99,99,99,185
"51677",109040,6,2016,99,99,99,2169
"51678",109086,6,2016,99,99,99,97
"51679",109208,6,2016,99,99,99,46012
"51680",109350,6,2016,99,99,99,18189
"51681",109651,6,2016,99,99,99,2865
"51682",109721,6,2016,99,99,99,530
"51683",109730,6,2016,99,99,99,237
"51684",109785,6,2016,99,99,99,11559
"51685",109819,6,2016,99,99,99,31636
"51686",109907,6,2016,99,99,99,4930
"51687",109934,6,2016,99,99,99,340
"51688",110060,6,2016,99,99,99,503
"51689",110097,6,2016,99,99,99,6519
"51690",110194,6,2016,99,99,99,308
"51691",110219,4,2016,99,99,99,2592
"51692",110246,6,2016,99,99,99,14252
"51693",110307,6,2016,99,99,99,376
"51694",110316,6,2016,99,99,99,1752
"51695",110334,6,2016,99,99,99,17517
"51696",110361,6,2016,99,99,99,11332
"51697",110370,6,2016,99,99,99,2280
"51698",110398,6,2016,99,99,99,1017
"51699",110404,6,2016,99,99,99,2279
"51700",110413,6,2016,99,99,99,4967
"51701",110422,6,2016,99,99,99,22168
"51702",110468,6,2016,99,99,99,5344
"51703",110486,6,2016,99,99,99,11152
"51704",110495,6,2016,99,99,99,10627
"51705",110510,6,2016,99,99,99,21914
"51706",110529,6,2016,99,99,99,26669
"51707",110538,6,2016,99,99,99,19004
"51708",110547,6,2016,99,99,99,15580
"51709",110556,6,2016,99,99,99,26380
"51710",110565,6,2016,99,99,99,44790
"51711",110574,6,2016,99,99,99,17600
"51712",110583,6,2016,99,99,99,40641
"51713",110592,6,2016,99,99,99,29181
"51714",110608,6,2016,99,99,99,41909
"51715",110617,6,2016,99,99,99,33379
"51716",110635,6,2016,99,99,99,42684
"51717",110644,6,2016,99,99,99,38778
"51718",110653,6,2016,99,99,99,34754
"51719",110662,6,2016,99,99,99,46298
"51720",110671,6,2016,99,99,99,24371
"51721",110680,6,2016,99,99,99,36785
"51722",110699,6,2016,99,99,99,3176
"51723",110705,6,2016,99,99,99,25833
"51724",110714,6,2016,99,99,99,19912
"51725",110778,6,2016,99,99,99,492
"51726",110875,6,2016,99,99,99,165
"51727",110918,6,2016,99,99,99,21
"51728",111009,6,2016,99,99,99,165
"51729",111054,6,2016,99,99,99,343
"51730",111081,6,2016,99,99,99,1554
"51731",111188,6,2016,99,99,99,1181
"51732",111391,6,2016,99,99,99,912
"51733",111434,6,2016,99,99,99,10524
"51734",111461,6,2016,99,99,99,31841
"51735",111513,6,2016,99,99,99,254
"51736",111638,6,2016,99,99,99,324
"51737",111708,6,2016,99,99,99,350
"51738",111717,6,2016,99,99,99,515
"51739",111726,6,2016,99,99,99,392
"51740",111744,6,2016,99,99,99,287
"51741",111762,6,2016,99,99,99,181
"51742",111799,6,2016,99,99,99,144
"51743",111887,6,2016,99,99,99,27673
"51744",111896,6,2016,99,99,99,8683
"51745",111920,6,2016,99,99,99,19844
"51746",111939,6,2016,99,99,99,28430
"51747",111948,6,2016,99,99,99,9187
"51748",111966,6,2016,99,99,99,743
"51749",112075,6,2016,99,99,99,6055
"51750",112084,6,2016,99,99,99,873
"51751",112127,6,2016,99,99,99,96
"51752",112172,6,2016,99,99,99,18524
"51753",112181,6,2016,99,99,99,162
"51754",112190,6,2016,99,99,99,33231
"51755",112251,6,2016,99,99,99,2223
"51756",112260,6,2016,99,99,99,1364
"51757",112288,6,2016,99,99,99,625
"51758",112367,6,2016,99,99,99,790
"51759",112385,6,2016,99,99,99,19877
"51760",112394,6,2016,99,99,99,740
"51761",112446,6,2016,99,99,99,540
"51762",112455,6,2016,99,99,99,87
"51763",112525,6,2016,99,99,99,3886
"51764",112561,6,2016,99,99,99,3586
"51765",112570,6,2016,99,99,99,502
"51766",112686,6,2016,99,99,99,12310
"51767",112826,6,2016,99,99,99,10016
"51768",113096,6,2016,99,99,99,20097
"51769",113111,6,2016,99,99,99,8288
"51770",113193,6,2016,99,99,99,14878
"51771",113218,6,2016,99,99,99,14316
"51772",113236,6,2016,99,99,99,21488
"51773",113333,6,2016,99,99,99,32024
"51774",113449,6,2016,99,99,99,283
"51775",113537,6,2016,99,99,99,44
"51776",113573,6,2016,99,99,99,13651
"51777",113582,6,2016,99,99,99,200
"51778",113634,6,2016,99,99,99,29861
"51779",113698,6,2016,99,99,99,1993
"51780",113704,6,2016,99,99,99,75
"51781",113856,6,2016,99,99,99,57308
"51782",113980,6,2016,99,99,99,33150
"51783",114044,6,2016,99,99,99,653
"51784",114114,6,2016,99,99,99,237
"51785",114123,6,2016,99,99,99,634
"51786",114266,6,2016,99,99,99,14156
"51787",114354,6,2016,99,99,99,3415
"51788",114390,6,2016,99,99,99,406
"51789",114415,6,2016,99,99,99,123
"51790",114433,6,2016,99,99,99,3407
"51791",114460,6,2016,99,99,99,424
"51792",114549,6,2016,99,99,99,1401
"51793",114585,6,2016,99,99,99,453
"51794",114628,6,2016,99,99,99,28
"51795",114637,6,2016,99,99,99,45
"51796",114716,6,2016,99,99,99,31186
"51797",114734,6,2016,99,99,99,48
"51798",114761,6,2016,99,99,99,97
"51799",114789,6,2016,99,99,99,34680
"51800",114813,6,2016,99,99,99,4905
"51801",114840,6,2016,99,99,99,3621
"51802",114859,6,2016,99,99,99,33880
"51803",114938,6,2016,99,99,99,8016
"51804",114947,6,2016,99,99,99,454
"51805",115001,6,2016,99,99,99,20860
"51806",115010,6,2016,99,99,99,704
"51807",115083,6,2016,99,99,99,3484
"51808",115126,6,2016,99,99,99,17854
"51809",115214,6,2016,99,99,99,207
"51810",115296,6,2016,99,99,99,25758
"51811",115357,6,2016,99,99,99,112
"51812",115393,6,2016,99,99,99,17292
"51813",115409,6,2016,99,99,99,847
"51814",115658,6,2016,99,99,99,174
"51815",115728,6,2016,99,99,99,1047
"51816",115746,6,2016,99,99,99,1058
"51817",115755,6,2016,99,99,99,9171
"51818",115773,6,2016,99,99,99,786
"51819",115861,6,2016,99,99,99,10158
"51820",115931,6,2016,99,99,99,779
"51821",116226,6,2016,99,99,99,315
"51822",116350,6,2016,99,99,99,422
"51823",116439,6,2016,99,99,99,21294
"51824",116563,6,2016,99,99,99,272
"51825",116712,6,2016,99,99,99,1214
"51826",116846,6,2016,99,99,99,174
"51827",117052,6,2016,99,99,99,15471
"51828",117104,6,2016,99,99,99,697
"51829",117113,6,2016,99,99,99,1524
"51830",117140,6,2016,99,99,99,10469
"51831",117168,6,2016,99,99,99,725
"51832",117195,6,2016,99,99,99,5484
"51833",117238,6,2016,99,99,99,218
"51834",117247,6,2016,99,99,99,18063
"51835",117274,6,2016,99,99,99,4135
"51836",117520,6,2016,99,99,99,759
"51837",117548,6,2016,99,99,99,284
"51838",117557,6,2016,99,99,99,1048
"51839",117575,6,2016,99,99,99,310
"51840",117627,6,2016,99,99,99,2911
"51841",117636,6,2016,99,99,99,5165
"51842",117645,6,2016,99,99,99,33463
"51843",117672,6,2016,99,99,99,1693
"51844",117690,6,2016,99,99,99,13452
"51845",117706,6,2016,99,99,99,29943
"51846",117715,6,2016,99,99,99,10512
"51847",117724,6,2016,99,99,99,22387
"51848",117733,6,2016,99,99,99,26711
"51849",117751,6,2016,99,99,99,2326
"51850",117788,6,2016,99,99,99,28735
"51851",117803,6,2016,99,99,99,249
"51852",117867,6,2016,99,99,99,15729
"51853",117894,6,2016,99,99,99,12720
"51854",117928,6,2016,99,99,99,866
"51855",117946,6,2016,99,99,99,10302
"51856",117955,6,2016,99,99,99,336
"51857",118134,6,2016,99,99,99,120
"51858",118143,6,2016,99,99,99,102
"51859",118161,6,2016,99,99,99,208
"51860",118189,6,2016,99,99,99,129
"51861",118198,6,2016,99,99,99,1176
"51862",118259,6,2016,99,99,99,575
"51863",118277,6,2016,99,99,99,1473
"51864",118286,6,2016,99,99,99,904
"51865",118347,6,2016,99,99,99,7905
"51866",118541,6,2016,99,99,99,1884
"51867",118684,6,2016,99,99,99,6809
"51868",118693,6,2016,99,99,99,824
"51869",118718,6,2016,99,99,99,14458
"51870",118772,6,2016,99,99,99,11467
"51871",118888,6,2016,99,99,99,1462
"51872",118912,6,2016,99,99,99,21028
"51873",118930,6,2016,99,99,99,12990
"51874",118958,6,2016,99,99,99,72
"51875",118967,6,2016,99,99,99,1020
"51876",118976,6,2016,99,99,99,24303
"51877",118994,6,2016,99,99,99,370
"51878",119058,6,2016,99,99,99,889
"51879",119067,6,2016,99,99,99,14087
"51880",119137,6,2016,99,99,99,19661
"51881",119164,6,2016,99,99,99,38461
"51882",119173,6,2016,99,99,99,3878
"51883",119216,6,2016,99,99,99,20697
"51884",119270,6,2016,99,99,99,1416
"51885",119331,6,2016,99,99,99,8590
"51886",119553,6,2016,99,99,99,965
"51887",119605,6,2016,99,99,99,28087
"51888",119678,6,2016,99,99,99,3915
"51889",119775,6,2016,99,99,99,596
"51890",119845,6,2016,99,99,99,276
"51891",119951,6,2016,99,99,99,429
"51892",120069,6,2016,99,99,99,363
"51893",120078,6,2016,99,99,99,1066
"51894",120087,6,2016,99,99,99,280
"51895",120184,6,2016,99,99,99,2010
"51896",120254,6,2016,99,99,99,2123
"51897",120272,6,2016,99,99,99,54
"51898",120290,6,2016,99,99,99,17232
"51899",120342,6,2016,99,99,99,28696
"51900",120403,6,2016,99,99,99,1203
"51901",120421,6,2016,99,99,99,11145
"51902",120537,6,2016,99,99,99,2071
"51903",120661,6,2016,99,99,99,1083
"51904",120698,6,2016,99,99,99,1288
"51905",120768,6,2016,99,99,99,1705
"51906",120795,6,2016,99,99,99,159
"51907",120838,6,2016,99,99,99,195
"51908",120865,6,2016,99,99,99,1742
"51909",120883,6,2016,99,99,99,6569
"51910",120953,6,2016,99,99,99,6445
"51911",120971,6,2016,99,99,99,35444
"51912",121044,6,2016,99,99,99,38096
"51913",121150,6,2016,99,99,99,8739
"51914",121257,6,2016,99,99,99,1087
"51915",121275,6,2016,99,99,99,253
"51916",121309,6,2016,99,99,99,5019
"51917",121345,6,2016,99,99,99,1665
"51918",121363,6,2016,99,99,99,5533
"51919",121433,6,2016,99,99,99,127
"51920",121619,6,2016,99,99,99,44096
"51921",121628,6,2016,99,99,99,107
"51922",121637,6,2016,99,99,99,112
"51923",121691,6,2016,99,99,99,5981
"51924",121707,6,2016,99,99,99,6598
"51925",121859,6,2016,99,99,99,299
"51926",121868,6,2016,99,99,99,139
"51927",121886,6,2016,99,99,99,28704
"51928",121901,6,2016,99,99,99,29504
"51929",121983,6,2016,99,99,99,400
"51930",121992,6,2016,99,99,99,576
"51931",122117,6,2016,99,99,99,251
"51932",122180,6,2016,99,99,99,32072
"51933",122205,6,2016,99,99,99,30775
"51934",122296,6,2016,99,99,99,2045
"51935",122339,6,2016,99,99,99,26626
"51936",122366,6,2016,99,99,99,200
"51937",122375,6,2016,99,99,99,36207
"51938",122384,6,2016,99,99,99,25331
"51939",122409,6,2016,99,99,99,36908
"51940",122436,6,2016,99,99,99,9530
"51941",122454,6,2016,99,99,99,612
"51942",122506,6,2016,99,99,99,415
"51943",122597,6,2016,99,99,99,33036
"51944",122603,6,2016,99,99,99,219
"51945",122612,6,2016,99,99,99,12573
"51946",122649,6,2016,99,99,99,164
"51947",122658,6,2016,99,99,99,24988
"51948",122685,6,2016,99,99,99,9217
"51949",122728,6,2016,99,99,99,1662
"51950",122746,6,2016,99,99,99,12429
"51951",122755,6,2016,99,99,99,34035
"51952",122791,6,2016,99,99,99,13952
"51953",122834,6,2016,99,99,99,705
"51954",122852,6,2016,99,99,99,165
"51955",122889,6,2016,99,99,99,23732
"51956",122931,6,2016,99,99,99,9373
"51957",122977,6,2016,99,99,99,42954
"51958",123013,6,2016,99,99,99,30921
"51959",123095,6,2016,99,99,99,734
"51960",123165,6,2016,99,99,99,1126
"51961",123217,6,2016,99,99,99,15236
"51962",123280,6,2016,99,99,99,76
"51963",123299,6,2016,99,99,99,13366
"51964",123341,6,2016,99,99,99,24449
"51965",123350,6,2016,99,99,99,162
"51966",123448,6,2016,99,99,99,215
"51967",123457,6,2016,99,99,99,1300
"51968",123484,6,2016,99,99,99,4283
"51969",123493,6,2016,99,99,99,596
"51970",123509,6,2016,99,99,99,15386
"51971",123527,6,2016,99,99,99,18409
"51972",123554,6,2016,99,99,99,4493
"51973",123563,6,2016,99,99,99,14123
"51974",123572,6,2016,99,99,99,10041
"51975",123633,6,2016,99,99,99,829
"51976",123642,6,2016,99,99,99,396
"51977",123651,6,2016,99,99,99,2816
"51978",123679,6,2016,99,99,99,870
"51979",123800,6,2016,99,99,99,24681
"51980",123855,6,2016,99,99,99,119
"51981",123916,6,2016,99,99,99,116
"51982",123943,6,2016,99,99,99,551
"51983",123952,6,2016,99,99,99,655
"51984",123961,6,2016,99,99,99,48866
"51985",123970,6,2016,99,99,99,962
"51986",124113,6,2016,99,99,99,12184
"51987",124283,6,2016,99,99,99,461
"51988",124292,6,2016,99,99,99,393
"51989",124487,6,2016,99,99,99,265
"51990",124681,6,2016,99,99,99,1058
"51991",124706,6,2016,99,99,99,1119
"51992",124937,6,2016,99,99,99,1089
"51993",125028,6,2016,99,99,99,19121
"51994",125037,6,2016,99,99,99,122
"51995",125091,6,2016,99,99,99,16325
"51996",125170,6,2016,99,99,99,11463
"51997",125231,27,2016,99,99,99,84240
"51998",125310,6,2016,99,99,99,47
"51999",125462,6,2016,99,99,99,5287
"52000",125471,6,2016,99,99,99,19559
"52001",125499,6,2016,99,99,99,12915
"52002",125532,6,2016,99,99,99,1921
"52003",125718,6,2016,99,99,99,119
"52004",125727,6,2016,99,99,99,1356
"52005",125763,6,2016,99,99,99,2262
"52006",125897,6,2016,99,99,99,1620
"52007",126012,6,2016,99,99,99,482
"52008",126030,6,2016,99,99,99,394
"52009",126049,6,2016,99,99,99,656
"52010",126076,6,2016,99,99,99,235
"52011",126119,6,2016,99,99,99,9486
"52012",126164,8,2016,99,99,99,101
"52013",126182,8,2016,99,99,99,4343
"52014",126207,8,2016,99,99,99,7966
"52015",126289,8,2016,99,99,99,14866
"52016",126359,8,2016,99,99,99,556
"52017",126401,8,2016,99,99,99,319
"52018",126562,8,2016,99,99,99,31281
"52019",126580,8,2016,99,99,99,16743
"52020",126605,8,2016,99,99,99,490
"52021",126614,8,2016,99,99,99,37921
"52022",126669,8,2016,99,99,99,12234
"52023",126678,8,2016,99,99,99,2533
"52024",126687,8,2016,99,99,99,1158
"52025",126702,8,2016,99,99,99,1177
"52026",126711,8,2016,99,99,99,8339
"52027",126748,8,2016,99,99,99,1678
"52028",126775,8,2016,99,99,99,6910
"52029",126784,8,2016,99,99,99,262
"52030",126818,8,2016,99,99,99,36966
"52031",126827,8,2016,99,99,99,43380
"52032",126863,8,2016,99,99,99,11015
"52033",126872,8,2016,99,99,99,265
"52034",126915,8,2016,99,99,99,408
"52035",126942,8,2016,99,99,99,13034
"52036",126951,8,2016,99,99,99,1549
"52037",126979,8,2016,99,99,99,991
"52038",127060,8,2016,99,99,99,13404
"52039",127158,8,2016,99,99,99,5823
"52040",127185,8,2016,99,99,99,3936
"52041",127200,8,2016,99,99,99,28224
"52042",127219,8,2016,99,99,99,40
"52043",127228,8,2016,99,99,99,140
"52044",127273,8,2016,99,99,99,316
"52045",127316,8,2016,99,99,99,443
"52046",127389,8,2016,99,99,99,1026
"52047",127556,8,2016,99,99,99,11044
"52048",127565,8,2016,99,99,99,25082
"52049",127617,8,2016,99,99,99,1938
"52050",127653,8,2016,99,99,99,1103
"52051",127680,8,2016,99,99,99,335
"52052",127714,8,2016,99,99,99,1200
"52053",127732,8,2016,99,99,99,2285
"52054",127741,8,2016,99,99,99,15365
"52055",127778,8,2016,99,99,99,1867
"52056",127787,8,2016,99,99,99,243
"52057",127820,8,2016,99,99,99,18666
"52058",127839,8,2016,99,99,99,405
"52059",127884,8,2016,99,99,99,8647
"52060",127909,8,2016,99,99,99,13644
"52061",127918,8,2016,99,99,99,10901
"52062",127945,8,2016,99,99,99,1146
"52063",127954,8,2016,99,99,99,83
"52064",128106,8,2016,99,99,99,16979
"52065",128151,8,2016,99,99,99,1484
"52066",128179,8,2016,99,99,99,1101
"52067",128188,8,2016,99,99,99,1346
"52068",128258,8,2016,99,99,99,2330
"52069",128328,8,2016,99,99,99,4237
"52070",128337,8,2016,99,99,99,152
"52071",128391,8,2016,99,99,99,4023
"52072",128498,9,2016,99,99,99,2127
"52073",128540,9,2016,99,99,99,147
"52074",128577,9,2016,99,99,99,2721
"52075",128586,36,2016,99,99,99,50
"52076",128674,9,2016,99,99,99,518
"52077",128683,9,2016,99,99,99,685
"52078",128744,9,2016,99,99,99,6771
"52079",128771,9,2016,99,99,99,13930
"52080",128780,9,2016,99,99,99,2384
"52081",128896,9,2016,99,99,99,422
"52082",128902,9,2016,99,99,99,1928
"52083",129002,9,2016,99,99,99,451
"52084",129020,9,2016,99,99,99,30043
"52085",129154,9,2016,99,99,99,5091
"52086",129181,9,2016,99,99,99,1174
"52087",129215,9,2016,99,99,99,6068
"52088",129242,9,2016,99,99,99,5925
"52089",129349,9,2016,99,99,99,243
"52090",129367,9,2016,99,99,99,4950
"52091",129428,9,2016,99,99,99,143
"52092",129482,9,2016,99,99,99,646
"52093",129491,9,2016,99,99,99,177
"52094",129525,9,2016,99,99,99,8644
"52095",129534,9,2016,99,99,99,640
"52096",129543,9,2016,99,99,99,7105
"52097",129695,9,2016,99,99,99,9781
"52098",129729,9,2016,99,99,99,9076
"52099",129756,9,2016,99,99,99,4101
"52100",129774,9,2016,99,99,99,734
"52101",129808,9,2016,99,99,99,5656
"52102",129923,9,2016,99,99,99,765
"52103",129932,9,2016,99,99,99,983
"52104",129941,9,2016,99,99,99,7591
"52105",129969,9,2016,99,99,99,354
"52106",130004,9,2016,99,99,99,8221
"52107",130040,9,2016,99,99,99,1908
"52108",130110,9,2016,99,99,99,116
"52109",130174,9,2016,99,99,99,4025
"52110",130183,9,2016,99,99,99,15247
"52111",130217,9,2016,99,99,99,2041
"52112",130226,9,2016,99,99,99,11330
"52113",130253,9,2016,99,99,99,9870
"52114",130314,9,2016,99,99,99,3054
"52115",130396,9,2016,99,99,99,10319
"52116",130448,9,2016,99,99,99,872
"52117",130493,9,2016,99,99,99,11978
"52118",130509,9,2016,99,99,99,968
"52119",130581,36,2016,99,99,99,127
"52120",130590,9,2016,99,99,99,2517
"52121",130606,9,2016,99,99,99,5550
"52122",130624,9,2016,99,99,99,896
"52123",130697,9,2016,99,99,99,3403
"52124",130776,9,2016,99,99,99,6853
"52125",130794,9,2016,99,99,99,13613
"52126",130837,10,2016,99,99,99,53
"52127",130873,10,2016,99,99,99,627
"52128",130907,10,2016,99,99,99,19385
"52129",130934,10,2016,99,99,99,5162
"52130",130943,10,2016,99,99,99,24855
"52131",130989,10,2016,99,99,99,2347
"52132",131061,10,2016,99,99,99,191
"52133",131098,10,2016,99,99,99,1701
"52134",131113,10,2016,99,99,99,20721
"52135",131159,11,2016,99,99,99,14971
"52136",131283,11,2016,99,99,99,6523
"52137",131399,11,2016,99,99,99,5715
"52138",131405,11,2016,99,99,99,132
"52139",131450,11,2016,99,99,99,1741
"52140",131469,11,2016,99,99,99,30846
"52141",131496,11,2016,99,99,99,21709
"52142",131520,11,2016,99,99,99,9426
"52143",131803,11,2016,99,99,99,1770
"52144",131830,11,2016,99,99,99,54
"52145",131876,11,2016,99,99,99,2338
"52146",131973,11,2016,99,99,99,707
"52147",132268,12,2016,99,99,99,261
"52148",132338,12,2016,99,99,99,1306
"52149",132374,12,2016,99,99,99,4373
"52150",132408,12,2016,99,99,99,541
"52151",132471,12,2016,99,99,99,8679
"52152",132602,12,2016,99,99,99,4070
"52153",132657,12,2016,99,99,99,3308
"52154",132675,12,2016,99,99,99,175
"52155",132693,12,2016,99,99,99,20775
"52156",132709,12,2016,99,99,99,62013
"52157",132842,12,2016,99,99,99,1366
"52158",132851,12,2016,99,99,99,9824
"52159",132879,12,2016,99,99,99,205
"52160",132903,12,2016,99,99,99,75824
"52161",132976,12,2016,99,99,99,526
"52162",133021,12,2016,99,99,99,2826
"52163",133155,12,2016,99,99,99,834
"52164",133386,12,2016,99,99,99,20168
"52165",133465,12,2016,99,99,99,1631
"52166",133492,12,2016,99,99,99,2200
"52167",133508,12,2016,99,99,99,21624
"52168",133526,12,2016,99,99,99,4915
"52169",133553,12,2016,99,99,99,6481
"52170",133650,12,2016,99,99,99,10797
"52171",133669,12,2016,99,99,99,37793
"52172",133702,12,2016,99,99,99,40200
"52173",133711,12,2016,99,99,99,2769
"52174",133809,12,2016,99,99,99,547
"52175",133845,12,2016,99,99,99,870
"52176",133854,12,2016,99,99,99,930
"52177",133863,12,2016,99,99,99,874
"52178",133872,12,2016,99,99,99,2438
"52179",133881,12,2016,99,99,99,7674
"52180",133942,12,2016,99,99,99,80
"52181",133951,12,2016,99,99,99,68005
"52182",133960,12,2016,99,99,99,1499
"52183",133979,12,2016,99,99,99,1525
"52184",133997,12,2016,99,99,99,644
"52185",134024,12,2016,99,99,99,183
"52186",134079,12,2016,99,99,99,3267
"52187",134097,12,2016,99,99,99,46686
"52188",134112,12,2016,99,99,99,7520
"52189",134130,12,2016,99,99,99,58993
"52190",134228,12,2016,99,99,99,36
"52191",134237,12,2016,99,99,99,27826
"52192",134291,12,2016,99,99,99,837
"52193",134307,12,2016,99,99,99,1333
"52194",134343,12,2016,99,99,99,7923
"52195",134422,12,2016,99,99,99,120
"52196",134495,12,2016,99,99,99,38537
"52197",134510,12,2016,99,99,99,270
"52198",134529,12,2016,99,99,99,346
"52199",134574,12,2016,99,99,99,285
"52200",134608,12,2016,99,99,99,25291
"52201",134680,12,2016,99,99,99,94
"52202",134714,12,2016,99,99,99,302
"52203",134811,12,2016,99,99,99,2543
"52204",134945,12,2016,99,99,99,5324
"52205",135081,12,2016,99,99,99,34227
"52206",135142,12,2016,99,99,99,358
"52207",135160,12,2016,99,99,99,4576
"52208",135179,12,2016,99,99,99,1116
"52209",135188,12,2016,99,99,99,6228
"52210",135267,12,2016,99,99,99,1551
"52211",135276,12,2016,99,99,99,1082
"52212",135294,12,2016,99,99,99,1104
"52213",135337,12,2016,99,99,99,182
